ADM3_CODE,ADM2_CODE,ADM1_CODE,ADM0_CODE,ADM3_NAME,ADM2_NAME,ADM1_NAME,ADM0_NAME,ADM3_builtup_WSF19,RP5_builtup_WSF19_C5,RP5_builtup_WSF19_C4,RP5_builtup_WSF19_C3,RP5_builtup_WSF19_C2,RP5_builtup_WSF19_C1,RP5_builtup_WSF19_C0,RP5_builtup_WSF19_C5_EAE,RP5_builtup_WSF19_C4_EAE,RP5_builtup_WSF19_C3_EAE,RP5_builtup_WSF19_C2_EAE,RP5_builtup_WSF19_C1_EAE,RP5_builtup_WSF19_C0_EAE,RP10_builtup_WSF19_C5,RP10_builtup_WSF19_C4,RP10_builtup_WSF19_C3,RP10_builtup_WSF19_C2,RP10_builtup_WSF19_C1,RP10_builtup_WSF19_C0,RP10_builtup_WSF19_C5_EAE,RP10_builtup_WSF19_C4_EAE,RP10_builtup_WSF19_C3_EAE,RP10_builtup_WSF19_C2_EAE,RP10_builtup_WSF19_C1_EAE,RP10_builtup_WSF19_C0_EAE,RP20_builtup_WSF19_C5,RP20_builtup_WSF19_C4,RP20_builtup_WSF19_C3,RP20_builtup_WSF19_C2,RP20_builtup_WSF19_C1,RP20_builtup_WSF19_C0,RP20_builtup_WSF19_C5_EAE,RP20_builtup_WSF19_C4_EAE,RP20_builtup_WSF19_C3_EAE,RP20_builtup_WSF19_C2_EAE,RP20_builtup_WSF19_C1_EAE,RP20_builtup_WSF19_C0_EAE,RP50_builtup_WSF19_C5,RP50_builtup_WSF19_C4,RP50_builtup_WSF19_C3,RP50_builtup_WSF19_C2,RP50_builtup_WSF19_C1,RP50_builtup_WSF19_C0,RP50_builtup_WSF19_C5_EAE,RP50_builtup_WSF19_C4_EAE,RP50_builtup_WSF19_C3_EAE,RP50_builtup_WSF19_C2_EAE,RP50_builtup_WSF19_C1_EAE,RP50_builtup_WSF19_C0_EAE,RP75_builtup_WSF19_C5,RP75_builtup_WSF19_C4,RP75_builtup_WSF19_C3,RP75_builtup_WSF19_C2,RP75_builtup_WSF19_C1,RP75_builtup_WSF19_C0,RP75_builtup_WSF19_C5_EAE,RP75_builtup_WSF19_C4_EAE,RP75_builtup_WSF19_C3_EAE,RP75_builtup_WSF19_C2_EAE,RP75_builtup_WSF19_C1_EAE,RP75_builtup_WSF19_C0_EAE,RP100_builtup_WSF19_C5,RP100_builtup_WSF19_C4,RP100_builtup_WSF19_C3,RP100_builtup_WSF19_C2,RP100_builtup_WSF19_C1,RP100_builtup_WSF19_C0,RP100_builtup_WSF19_C5_EAE,RP100_builtup_WSF19_C4_EAE,RP100_builtup_WSF19_C3_EAE,RP100_builtup_WSF19_C2_EAE,RP100_builtup_WSF19_C1_EAE,RP100_builtup_WSF19_C0_EAE,RP200_builtup_WSF19_C5,RP200_builtup_WSF19_C4,RP200_builtup_WSF19_C3,RP200_builtup_WSF19_C2,RP200_builtup_WSF19_C1,RP200_builtup_WSF19_C0,RP200_builtup_WSF19_C5_EAE,RP200_builtup_WSF19_C4_EAE,RP200_builtup_WSF19_C3_EAE,RP200_builtup_WSF19_C2_EAE,RP200_builtup_WSF19_C1_EAE,RP200_builtup_WSF19_C0_EAE,RP250_builtup_WSF19_C5,RP250_builtup_WSF19_C4,RP250_builtup_WSF19_C3,RP250_builtup_WSF19_C2,RP250_builtup_WSF19_C1,RP250_builtup_WSF19_C0,RP250_builtup_WSF19_C5_EAE,RP250_builtup_WSF19_C4_EAE,RP250_builtup_WSF19_C3_EAE,RP250_builtup_WSF19_C2_EAE,RP250_builtup_WSF19_C1_EAE,RP250_builtup_WSF19_C0_EAE,RP500_builtup_WSF19_C5,RP500_builtup_WSF19_C4,RP500_builtup_WSF19_C3,RP500_builtup_WSF19_C2,RP500_builtup_WSF19_C1,RP500_builtup_WSF19_C0,RP500_builtup_WSF19_C5_EAE,RP500_builtup_WSF19_C4_EAE,RP500_builtup_WSF19_C3_EAE,RP500_builtup_WSF19_C2_EAE,RP500_builtup_WSF19_C1_EAE,RP500_builtup_WSF19_C0_EAE,RP1000_builtup_WSF19_C5,RP1000_builtup_WSF19_C4,RP1000_builtup_WSF19_C3,RP1000_builtup_WSF19_C2,RP1000_builtup_WSF19_C1,RP1000_builtup_WSF19_C0,RP1000_builtup_WSF19_C5_EAE,RP1000_builtup_WSF19_C4_EAE,RP1000_builtup_WSF19_C3_EAE,RP1000_builtup_WSF19_C2_EAE,RP1000_builtup_WSF19_C1_EAE,RP1000_builtup_WSF19_C0_EAE,builtup_WSF19_C5_EAE,builtup_WSF19_C4_EAE,builtup_WSF19_C3_EAE,builtup_WSF19_C2_EAE,builtup_WSF19_C1_EAE,builtup_WSF19_C0_EAE,builtup_WSF19_C5_EAE%,builtup_WSF19_C4_EAE%,builtup_WSF19_C3_EAE%,builtup_WSF19_C2_EAE%,builtup_WSF19_C1_EAE%,builtup_WSF19_C0_EAE%
120514,1205,12,KHM,Sak Sampov,Dangkao,Phnom Penh,Cambodia,39.075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.266,4.369,9.184,9.184,0.0,0.0,0.027,0.437,0.918,0.918,0.0,0.266,8.101,14.912,24.761,24.761,0.0,0.013,0.405,0.746,1.238,1.238,0.0,3.489,17.163,26.292,31.304,31.304,0.0,0.105,0.515,0.789,0.939,0.939,0.0,5.817,21.27,28.949,32.154,32.154,0.0,0.039,0.142,0.193,0.214,0.214,0.0,6.724,22.395,29.814,32.372,32.372,0.0,0.022,0.075,0.099,0.108,0.108,0.0,10.172,26.824,31.612,33.132,33.132,0.0,0.051,0.134,0.158,0.166,0.166,0.0,11.315,28.468,31.739,33.636,33.636,0.0,0.011,0.028,0.032,0.034,0.034,0.0,14.076,30.064,32.372,34.121,34.121,0.0,0.028,0.06,0.065,0.068,0.068,0.266,18.829,31.612,33.398,35.017,35.017,0.0,0.019,0.032,0.033,0.035,0.035,0.0,0.288,1.417,2.552,3.72,3.72,0.001,0.738,3.627,6.53,9.521,9.521
60404,604,6,KHM,Sakream,Prasat Ballangk,Kampong Thom,Cambodia,31.448,0.0,0.043,1.011,1.034,1.342,1.342,0.0,0.009,0.202,0.207,0.268,0.268,0.0,0.043,1.034,1.308,1.795,1.795,0.0,0.004,0.103,0.131,0.179,0.179,0.0,0.148,1.145,1.611,2.412,2.412,0.0,0.007,0.057,0.081,0.121,0.121,0.0,0.65,1.611,2.121,2.829,2.829,0.0,0.019,0.048,0.064,0.085,0.085,0.0,1.011,1.757,2.661,3.409,3.409,0.0,0.007,0.012,0.018,0.023,0.023,0.0,1.034,1.838,2.731,3.863,3.863,0.0,0.003,0.006,0.009,0.013,0.013,0.043,1.179,2.121,3.356,4.306,4.306,0.0,0.006,0.011,0.017,0.022,0.022,0.043,1.215,2.504,3.471,4.59,4.59,0.0,0.001,0.003,0.003,0.005,0.005,0.043,1.444,2.775,3.957,4.786,4.786,0.0,0.003,0.006,0.008,0.01,0.01,0.043,1.78,3.714,4.385,4.987,4.987,0.0,0.002,0.004,0.004,0.005,0.005,0.0,0.062,0.451,0.541,0.73,0.73,0.001,0.197,1.435,1.721,2.32,2.32
171004,1710,17,KHM,Sala Kamreuk,Siem Reap,Siemreap,Cambodia,602.936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.317,0.317,0.0,0.0,0.0,0.0,0.016,0.016,0.0,0.0,2.069,6.571,192.086,192.086,0.0,0.0,0.062,0.197,5.763,5.763,0.0,0.0,3.52,10.603,255.694,255.694,0.0,0.0,0.023,0.071,1.705,1.705,0.0,0.0,5.012,17.001,297.966,297.966,0.0,0.0,0.017,0.057,0.993,0.993,0.0,0.0,7.17,26.341,353.793,353.793,0.0,0.0,0.036,0.132,1.769,1.769,0.0,0.0,9.228,30.873,359.882,359.882,0.0,0.0,0.009,0.031,0.36,0.36,0.0,0.454,9.638,50.011,376.911,376.911,0.0,0.001,0.019,0.1,0.754,0.754,0.0,0.454,11.44,72.225,386.356,386.356,0.0,0.0,0.011,0.072,0.386,0.386,0.0,0.001,0.178,0.659,11.745,11.745,0.0,0.0,0.03,0.109,1.948,1.948
240201,2402,24,KHM,Sala Krau,Sala Krau,Pailin,Cambodia,65.357,0.0,0.029,0.629,0.769,1.437,1.437,0.0,0.006,0.126,0.154,0.287,0.287,0.0,0.41,0.749,1.414,2.241,2.241,0.0,0.041,0.075,0.141,0.224,0.224,0.0,0.421,1.265,1.898,2.481,2.481,0.0,0.021,0.063,0.095,0.124,0.124,0.0,0.738,1.522,2.046,2.78,2.78,0.0,0.022,0.046,0.061,0.083,0.083,0.0,0.772,1.894,2.067,2.958,2.958,0.0,0.005,0.013,0.014,0.02,0.02,0.0,0.865,1.894,2.067,3.009,3.009,0.0,0.003,0.006,0.007,0.01,0.01,0.0,0.935,1.944,2.098,3.07,3.07,0.0,0.005,0.01,0.01,0.015,0.015,0.0,0.935,1.944,2.098,3.07,3.07,0.0,0.001,0.002,0.002,0.003,0.003,0.392,1.837,2.009,2.18,3.497,3.497,0.001,0.004,0.004,0.004,0.007,0.007,0.403,1.844,2.148,2.499,3.521,3.521,0.0,0.002,0.002,0.002,0.004,0.004,0.001,0.109,0.346,0.492,0.778,0.778,0.002,0.167,0.53,0.752,1.19,1.19
60405,604,6,KHM,Sala Visai,Prasat Ballangk,Kampong Thom,Cambodia,98.208,0.0,0.0,0.003,0.047,4.787,4.787,0.0,0.0,0.001,0.009,0.957,0.957,0.043,0.043,0.09,0.459,5.914,5.914,0.004,0.004,0.009,0.046,0.591,0.591,0.043,0.093,0.152,0.737,8.159,8.159,0.002,0.005,0.008,0.037,0.408,0.408,0.081,0.093,0.509,2.828,10.596,10.596,0.002,0.003,0.015,0.085,0.318,0.318,0.081,0.093,0.538,3.147,12.021,12.021,0.001,0.001,0.004,0.021,0.08,0.08,0.081,0.124,0.538,3.805,12.57,12.57,0.0,0.0,0.002,0.013,0.042,0.042,0.081,0.139,0.866,4.307,13.601,13.601,0.0,0.001,0.004,0.022,0.068,0.068,0.081,0.148,0.877,5.069,14.136,14.136,0.0,0.0,0.001,0.005,0.014,0.014,0.081,0.158,1.1,7.681,16.329,16.329,0.0,0.0,0.002,0.015,0.033,0.033,0.081,0.449,1.649,9.187,17.775,17.775,0.0,0.0,0.002,0.009,0.018,0.018,0.01,0.014,0.047,0.262,2.529,2.529,0.011,0.015,0.048,0.267,2.575,2.575
190509,1905,19,KHM,Sam Ang,Thala Barivat,Stung Treng,Cambodia,17.657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.032,0.032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.032,0.032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.119,0.119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.032,0.172,0.172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.001,0.0,0.0,0.0,0.0,0.003,0.003
200414,2004,20,KHM,Sambatt Mean Chey,Romeas Haek,Svay Rieng,Cambodia,43.549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.174,0.174,0.0,0.0,0.0,0.0,0.017,0.017,0.0,0.0,0.0,0.0,0.407,0.407,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.0,0.0,0.0,1.403,1.403,0.0,0.0,0.0,0.0,0.042,0.042,0.0,0.0,0.0,0.0,1.932,1.932,0.0,0.0,0.0,0.0,0.013,0.013,0.0,0.0,0.0,0.0,1.947,1.947,0.0,0.0,0.0,0.0,0.006,0.006,0.0,0.0,0.0,0.0,2.595,2.595,0.0,0.0,0.0,0.0,0.013,0.013,0.0,0.0,0.0,0.02,2.716,2.716,0.0,0.0,0.0,0.0,0.003,0.003,0.0,0.0,0.0,0.301,3.071,3.071,0.0,0.0,0.0,0.001,0.006,0.006,0.0,0.0,0.55,1.475,8.724,8.724,0.0,0.0,0.001,0.001,0.009,0.009,0.0,0.0,0.001,0.002,0.13,0.13,0.0,0.0,0.001,0.005,0.298,0.298
100607,1006,10,KHM,Sambok,Chetr Borei,Kratie,Cambodia,54.785,7.312,14.297,16.855,18.046,19.615,19.615,1.462,2.859,3.371,3.609,3.923,3.923,13.5,17.139,19.48,20.36,21.265,21.265,1.35,1.714,1.948,2.036,2.126,2.126,14.118,18.851,21.76,23.072,23.42,23.42,0.706,0.943,1.088,1.154,1.171,1.171,17.422,22.071,23.947,24.452,26.382,26.382,0.523,0.662,0.718,0.734,0.791,0.791,18.751,23.167,24.772,26.621,28.574,28.574,0.125,0.154,0.165,0.177,0.19,0.19,19.437,23.791,25.807,27.976,30.949,30.949,0.065,0.079,0.086,0.093,0.103,0.103,21.449,24.662,29.57,33.77,36.675,36.675,0.107,0.123,0.148,0.169,0.183,0.183,21.91,26.116,31.644,34.768,37.466,37.466,0.022,0.026,0.032,0.035,0.037,0.037,23.579,29.91,36.808,38.06,38.466,38.466,0.047,0.06,0.074,0.076,0.077,0.077,25.406,34.927,38.355,39.553,40.334,40.334,0.025,0.035,0.038,0.04,0.04,0.04,4.433,6.656,7.668,8.123,8.644,8.644,8.091,12.149,13.997,14.826,15.778,15.778
30107,301,3,KHM,Sambour,Batheay,Kampong Cham,Cambodia,99.152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.174,0.802,0.802,0.0,0.0,0.0,0.005,0.024,0.024,0.0,0.0,7.975,11.509,19.675,19.675,0.0,0.0,0.053,0.077,0.131,0.131,0.0,2.87,13.721,29.099,45.896,45.896,0.0,0.01,0.046,0.097,0.153,0.153,0.0,11.877,47.247,64.842,80.528,80.528,0.0,0.059,0.236,0.324,0.403,0.403,0.0,14.776,54.953,73.154,87.087,87.087,0.0,0.015,0.055,0.073,0.087,0.087,0.169,32.958,70.787,86.819,92.264,92.264,0.0,0.066,0.142,0.174,0.185,0.185,2.78,55.025,86.993,92.275,94.776,94.776,0.003,0.055,0.087,0.092,0.095,0.095,0.003,0.205,0.619,0.842,1.077,1.077,0.003,0.206,0.624,0.849,1.086,1.086
50708,507,5,KHM,Sambour,Samraong Tong,Kampong Speu,Cambodia,113.899,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014,0.014,0.0,0.0,0.0,0.0,0.001,0.001,0.0,0.0,0.0,0.014,0.32,0.32,0.0,0.0,0.0,0.001,0.016,0.016,0.0,0.0,0.0,0.014,1.168,1.168,0.0,0.0,0.0,0.0,0.035,0.035,0.0,0.0,0.0,0.244,1.168,1.168,0.0,0.0,0.0,0.002,0.008,0.008,0.0,0.0,0.014,0.244,1.168,1.168,0.0,0.0,0.0,0.001,0.004,0.004,0.0,0.0,0.014,0.244,1.168,1.168,0.0,0.0,0.0,0.001,0.006,0.006,0.0,0.0,0.014,0.244,1.168,1.168,0.0,0.0,0.0,0.0,0.001,0.001,0.0,0.0,0.244,0.535,1.168,1.168,0.0,0.0,0.0,0.001,0.002,0.002,0.0,0.0,0.244,1.093,1.286,1.286,0.0,0.0,0.0,0.001,0.001,0.001,0.0,0.0,0.001,0.007,0.075,0.075,0.0,0.0,0.001,0.006,0.066,0.066
60503,605,6,KHM,Sambour,Prasat Sambour,Kampong Thom,Cambodia,99.571,0.0,0.0,0.008,0.008,0.012,0.012,0.0,0.0,0.002,0.002,0.002,0.002,0.0,0.021,1.207,6.393,9.309,9.309,0.0,0.002,0.121,0.639,0.931,0.931,0.0,0.066,7.556,10.522,11.466,11.466,0.0,0.003,0.378,0.526,0.573,0.573,0.016,5.69,10.83,12.924,14.054,14.054,0.0,0.171,0.325,0.388,0.422,0.422,0.016,6.685,12.356,13.702,15.988,15.988,0.0,0.045,0.082,0.091,0.107,0.107,0.021,9.352,13.105,14.483,17.606,17.606,0.0,0.031,0.044,0.048,0.059,0.059,0.021,10.998,15.548,17.989,19.995,19.995,0.0,0.055,0.078,0.09,0.1,0.1,0.021,11.897,16.582,19.009,20.479,20.479,0.0,0.012,0.017,0.019,0.02,0.02,0.879,13.457,18.91,20.662,21.181,21.181,0.002,0.027,0.038,0.041,0.042,0.042,5.781,17.279,20.659,21.331,22.115,22.115,0.006,0.017,0.021,0.021,0.022,0.022,0.008,0.363,1.104,1.866,2.278,2.278,0.008,0.365,1.109,1.874,2.288,2.288
100407,1004,10,KHM,Sambour,Sambour,Kratie,Cambodia,46.446,6.682,10.278,12.28,13.126,14.148,14.148,1.336,2.056,2.456,2.625,2.83,2.83,9.565,14.021,15.617,16.605,17.212,17.212,0.957,1.402,1.562,1.66,1.721,1.721,12.393,16.304,17.974,19.369,20.927,20.927,0.62,0.815,0.899,0.968,1.046,1.046,15.252,19.865,23.14,24.733,24.766,24.766,0.458,0.596,0.694,0.742,0.743,0.743,16.444,21.017,24.743,24.89,25.588,25.588,0.11,0.14,0.165,0.166,0.171,0.171,17.704,23.81,24.788,25.588,27.671,27.671,0.059,0.079,0.083,0.085,0.092,0.092,19.865,24.789,27.74,28.193,29.566,29.566,0.099,0.124,0.139,0.141,0.148,0.148,20.985,25.381,27.842,29.26,29.848,29.848,0.021,0.025,0.028,0.029,0.03,0.03,24.731,27.842,30.699,32.183,35.861,35.861,0.049,0.056,0.061,0.064,0.072,0.072,25.341,30.699,36.119,39.74,43.093,43.093,0.025,0.031,0.036,0.04,0.043,0.043,3.734,5.324,6.122,6.522,6.895,6.895,8.039,11.463,13.181,14.041,14.846,14.846
10210,102,1,KHM,Sambuor,Mongkol Borei,Banteay Meanchey,Cambodia,60.722,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023,0.023,0.023,0.0,0.0,0.0,0.002,0.002,0.002,0.0,0.0,0.0,0.078,0.283,0.283,0.0,0.0,0.0,0.004,0.014,0.014,0.0,0.0,2.53,10.313,33.043,33.043,0.0,0.0,0.076,0.309,0.991,0.991,0.0,0.0,4.409,19.766,52.358,52.358,0.0,0.0,0.029,0.132,0.349,0.349,0.0,0.0,10.37,28.044,56.391,56.391,0.0,0.0,0.035,0.093,0.188,0.188,0.0,2.369,24.334,44.352,59.452,59.452,0.0,0.012,0.122,0.222,0.297,0.297,0.0,4.373,27.897,47.667,59.682,59.682,0.0,0.004,0.028,0.048,0.06,0.06,0.0,9.883,41.691,57.719,59.682,59.682,0.0,0.02,0.083,0.115,0.119,0.119,0.0,19.165,52.242,59.682,59.682,59.682,0.0,0.019,0.052,0.06,0.06,0.06,0.0,0.055,0.425,0.985,2.081,2.081,0.0,0.091,0.7,1.623,3.427,3.427
80612,806,8,KHM,Sambuor,Lvea Aem,Kandal,Cambodia,41.269,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.633,6.078,10.664,10.664,0.0,0.0,0.019,0.182,0.32,0.32,0.0,0.0,4.401,10.685,20.396,20.396,0.0,0.0,0.029,0.071,0.136,0.136,0.0,0.0,7.183,16.475,21.703,21.703,0.0,0.0,0.024,0.055,0.072,0.072,0.0,1.03,17.267,22.516,26.17,26.17,0.0,0.005,0.086,0.113,0.131,0.131,0.0,2.418,19.371,23.892,26.444,26.444,0.0,0.002,0.019,0.024,0.026,0.026,0.0,11.814,23.892,26.948,29.229,29.229,0.0,0.024,0.048,0.054,0.058,0.058,0.0,21.469,27.166,31.71,37.993,37.993,0.0,0.021,0.027,0.032,0.038,0.038,0.0,0.053,0.253,0.531,0.782,0.782,0.0,0.128,0.613,1.286,1.895,1.895
170606,1706,17,KHM,Sambuor,Kralanh,Siemreap,Cambodia,75.183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005,0.005,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005,0.402,0.402,0.0,0.0,0.0,0.0,0.002,0.002,0.0,0.0,0.0,0.005,0.513,0.513,0.0,0.0,0.0,0.0,0.001,0.001,0.0,0.0,0.005,0.402,0.8,0.8,0.0,0.0,0.0,0.001,0.002,0.002,0.0,0.0,0.256,0.575,2.242,2.242,0.0,0.0,0.0,0.001,0.002,0.002,0.0,0.0,0.0,0.001,0.007,0.007,0.0,0.0,0.0,0.002,0.009,0.009
200413,2004,20,KHM,Sambuor,Romeas Haek,Svay Rieng,Cambodia,36.479,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.063,0.063,0.0,0.0,0.0,0.0,0.006,0.006,0.0,0.0,0.0,0.093,0.128,0.128,0.0,0.0,0.0,0.005,0.006,0.006,0.0,0.0,0.151,0.182,0.265,0.265,0.0,0.0,0.005,0.005,0.008,0.008,0.0,0.093,0.164,0.242,0.843,0.843,0.0,0.001,0.001,0.002,0.006,0.006,0.0,0.093,0.182,0.624,1.25,1.25,0.0,0.0,0.001,0.002,0.004,0.004,0.0,0.152,0.759,1.617,1.897,1.897,0.0,0.001,0.004,0.008,0.009,0.009,0.0,0.152,0.832,1.617,1.955,1.955,0.0,0.0,0.001,0.002,0.002,0.002,0.0,0.204,1.594,2.048,3.001,3.001,0.0,0.0,0.003,0.004,0.006,0.006,0.063,1.067,3.489,7.51,14.241,14.241,0.0,0.001,0.003,0.008,0.014,0.014,0.0,0.003,0.018,0.035,0.062,0.062,0.0,0.009,0.048,0.096,0.17,0.17
200709,2007,20,KHM,Sambuor,Svay Teab,Svay Rieng,Cambodia,67.703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.288,1.288,0.0,0.0,0.0,0.0,0.064,0.064,0.0,0.0,0.0,0.123,1.888,1.888,0.0,0.0,0.0,0.004,0.057,0.057,0.0,0.0,0.0,0.646,2.108,2.108,0.0,0.0,0.0,0.004,0.014,0.014,0.0,0.0,0.0,0.662,2.467,2.467,0.0,0.0,0.0,0.002,0.008,0.008,0.0,0.0,0.0,0.874,3.389,3.389,0.0,0.0,0.0,0.004,0.017,0.017,0.0,0.0,0.0,0.874,3.683,3.683,0.0,0.0,0.0,0.001,0.004,0.004,0.0,0.0,0.0,1.058,5.186,5.186,0.0,0.0,0.0,0.002,0.01,0.01,0.0,0.0,0.07,1.781,6.488,6.488,0.0,0.0,0.0,0.002,0.006,0.006,0.0,0.0,0.0,0.019,0.181,0.181,0.0,0.0,0.0,0.029,0.267,0.267
211009,2110,21,KHM,Sambuor,Treang,Takeo,Cambodia,89.023,0.0,0.0,0.0,0.193,0.528,0.528,0.0,0.0,0.0,0.039,0.106,0.106,0.0,0.0,0.0,0.397,0.726,0.726,0.0,0.0,0.0,0.04,0.073,0.073,0.0,0.0,0.181,0.507,1.066,1.066,0.0,0.0,0.009,0.025,0.053,0.053,0.0,0.0,0.421,0.882,1.684,1.684,0.0,0.0,0.013,0.026,0.051,0.051,0.0,0.0,0.421,0.882,1.821,1.821,0.0,0.0,0.003,0.006,0.012,0.012,0.0,0.0,0.421,0.939,1.886,1.886,0.0,0.0,0.001,0.003,0.006,0.006,0.0,0.0,0.5,1.145,1.949,1.949,0.0,0.0,0.002,0.006,0.01,0.01,0.0,0.0,0.549,1.276,3.471,3.471,0.0,0.0,0.001,0.001,0.003,0.003,0.0,0.662,4.413,8.9,9.561,9.561,0.0,0.001,0.009,0.018,0.019,0.019,0.0,3.575,9.561,10.294,13.402,13.402,0.0,0.004,0.01,0.01,0.013,0.013,0.0,0.005,0.047,0.174,0.346,0.346,0.0,0.006,0.053,0.196,0.389,0.389
30503,305,3,KHM,Sambuor Meas,Kampong Cham,Kampong Cham,Cambodia,142.741,2.97,7.411,8.599,9.522,9.883,9.883,0.594,1.482,1.72,1.904,1.977,1.977,7.175,9.833,14.531,16.262,16.621,16.621,0.717,0.983,1.453,1.626,1.662,1.662,12.567,24.842,33.242,41.398,45.889,45.889,0.628,1.242,1.662,2.07,2.294,2.294,18.485,43.079,55.785,65.307,74.168,74.168,0.555,1.292,1.674,1.959,2.225,2.225,25.531,51.402,68.449,76.837,80.403,80.403,0.17,0.343,0.456,0.512,0.536,0.536,33.604,60.027,77.631,81.738,87.626,87.626,0.112,0.2,0.259,0.272,0.292,0.292,47.146,77.257,89.904,93.819,95.512,95.512,0.236,0.386,0.45,0.469,0.478,0.478,50.598,79.926,91.165,94.99,97.509,97.509,0.051,0.08,0.091,0.095,0.098,0.098,63.859,89.464,97.021,100.134,101.687,101.687,0.128,0.179,0.194,0.2,0.203,0.203,73.773,94.99,101.687,102.772,103.69,103.69,0.074,0.095,0.102,0.103,0.104,0.104,3.264,6.283,8.06,9.212,9.868,9.868,2.287,4.402,5.647,6.453,6.914,6.914
80710,807,8,KHM,Sambuor Meas,Mukh Kampul,Kandal,Cambodia,106.132,0.0,0.0,0.903,6.327,23.598,23.598,0.0,0.0,0.181,1.265,4.72,4.72,0.0,0.599,8.74,15.792,32.179,32.179,0.0,0.06,0.874,1.579,3.218,3.218,14.489,16.599,18.867,27.183,41.741,41.741,0.724,0.83,0.943,1.359,2.087,2.087,16.267,28.22,51.575,67.411,74.021,74.021,0.488,0.847,1.547,2.022,2.221,2.221,17.089,47.195,68.889,79.396,85.766,85.766,0.114,0.315,0.459,0.529,0.572,0.572,20.866,55.949,81.368,89.335,93.117,93.117,0.07,0.186,0.271,0.298,0.31,0.31,37.21,81.699,96.028,99.869,102.067,102.067,0.186,0.408,0.48,0.499,0.51,0.51,43.532,85.911,98.317,101.832,102.544,102.544,0.044,0.086,0.098,0.102,0.103,0.103,52.279,95.653,102.457,102.665,103.97,103.97,0.105,0.191,0.205,0.205,0.208,0.208,67.362,100.69,102.665,104.008,104.154,104.154,0.067,0.101,0.103,0.104,0.104,0.104,1.797,3.024,5.162,7.964,14.052,14.052,1.694,2.849,4.864,7.504,13.24,13.24
